Material,Material_Description,Plnt,MS,Typ,Combo_Ind,BO_items,GrpValue,Curr,BO_quan,Avail_QTY,AltATP,SU,Altern?,MM_note,BO_Note,FocCust,lpostp,maxDlvDate,ResCount,maxiPDdel,maxRDdelay,maxPDdelay,RES_QTY,PO_qty,Next_PO,PO_qty1,Delivdate,TABCD,XYZ,PDT,ProcType,SPT,lastResc,PDcount,MRPCn,Name,key_plant
356029,Setting lever assy,3070,40,X6,nan,2,470300.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-09,1,0,999,0,nan,,0,,,D,Y,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/356029
2117116,Casing ATC/AVR printed,3070,33,X6,nan,1,,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-21,0,0,999,0,nan,1.0,4537317876,1.0,2024-09-19,D,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2117116
2117114,Grip section,3070,33,X6,nan,1,,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-21,0,0,999,0,nan,1.0,4537317876,1.0,2024-09-19,D,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2117114
2123739,Grooved ball bear. 12X32X10-Z-RS,3070,33,X6,nan,3,2505000.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-09,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2123739
2015826,"Rotary shaft seal 14,8x35x5",3070,33,X6,nan,2,2322800.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-09,1,0,999,0,nan,,0,,,nan,nan,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2015826
2082766,Protective sleeve,3070,33,X6,nan,1,25600.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-09-23,0,0,22,0,nan,,0,,,nan,nan,15,F,9S,,1,U26,SP\RDC Harrisburg,3070/2082766
2082535,Carbon brush 100 -120V set,3070,40,X6,nan,6,1955600.0,CLP,60.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-10,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2082535
2067557,Drive piston SV finpt,3070,40,X6,nan,3,785900.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2067557
2083084,Conrod,3070,33,X6,nan,3,965600.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,12.0,4537317876,12.0,2024-09-19,nan,nan,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2083084
366875,Eccentric,3070,40,X6,nan,2,227600.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-30,2024-08-26,1,0,999,0,nan,17.0,4537317876,17.0,2024-09-19,C,X,15,F,9S,2024-08-30,1,U26,SP\RDC Harrisburg,3070/366875
237994,Coupling,3070,40,X6,nan,4,8725100.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,21.0,4537317876,21.0,2024-09-19,A,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/237994
2035597,Servicing set TE 3000-AVR,8770,40,X6,nan,3,46002700.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-09,1,0,999,0,nan,26.0,4537366226,26.0,2024-10-07,T,X,22,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8770/2035597
2062819,Conrod mach,8770,40,X6,nan,1,6958700.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-29,2024-08-21,1,0,999,0,nan,24.0,4537349632,5.0,2024-10-03,A,X,22,F,9S,2024-08-29,1,U26,SP\RDC Harrisburg,8770/2062819
2093942,Gasket set TE 1000_02,8770,33,X6,nan,4,24498200.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8770/2093942
440606,Dust shield front,8770,40,X6,nan,9,1558641400.0,CLP,90.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,,0,,,B,X,22,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8770/440606
2184374,O-ring 37X2,8335,33,X6,nan,1,496200.0,CLP,10.0,,0,PC,0,nan,nan,nan,,2024-08-26,0,0,2,0,nan,,0,,,D,Z,30,F,9S,,1,U26,SP\RDC Harrisburg,8335/2184374
2332059,Dust shield,8335,33,X6,nan,4,3490400.0,CLP,40.0,,0,PC,0,nan,nan,X,,2024-09-17,0,0,999,0,nan,,0,,,nan,nan,30,F,9S,,1,U26,SP\RDC Harrisburg,8335/2332059
2293846,Ram,8335,33,X6,nan,1,1944800.0,CLP,10.0,,0,EA,0,nan,nan,nan,,2024-08-26,0,0,2,0,nan,13.0,4537342376,13.0,2024-10-09,D,Z,30,F,9S,,1,U26,SP\RDC Harrisburg,8335/2293846
2183786,Centering ring Ventil,8335,33,X6,nan,1,601200.0,CLP,10.0,,0,PC,0,nan,nan,nan,,2024-09-26,0,0,25,0,nan,,0,,,D,Z,30,F,9S,,1,U26,SP\RDC Harrisburg,8335/2183786
2107328,Setting sleeve,8335,33,X6,nan,1,603100.0,CLP,10.0,,0,PC,0,nan,nan,nan,,2024-09-26,0,0,25,0,nan,,0,,,D,Z,30,F,9S,,1,U26,SP\RDC Harrisburg,8335/2107328
360150,"Sealing ring 28x21,2x4,8",8678,40,X6,nan,8,5506500.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-11,2,1,999,1,nan,,0,,,C,Y,3,F,9S,2024-09-12,1,CL1,Dayana Rodriguez,8678/360150
2067033,Housing PR 2-HS upr.assy,8335,40,X6,nan,2,31460000.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-10,1,0,999,0,nan,,0,,,C,N,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/2067033
2066595,Core module PR 2-HS,8335,40,X6,nan,3,303477100.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-13,1,0,999,0,nan,,0,,,A,N,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/2066595
2064683,Gasket set TE 1000 - 1500,3070,33,X6,nan,2,5616800.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-10,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2064683
321559,Chuck TE 1000/1500 packed,3070,40,X6,nan,6,65171700.0,CLP,60.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-09,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,3070/321559
330992,O-ring 32X12,3070,40,X6,nan,10,7471600.0,CLP,110.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-09,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,3070/330992
2021755,Supply cord USA/CDN 15A 3xAWG14 3m assy,3070,33,X6,nan,2,3448100.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-10,1,0,999,0,nan,,0,,,nan,nan,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2021755
321557,Ram TE 1000 packed,3070,40,X6,nan,1,,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-22,0,0,999,0,nan,,0,,,B,Y,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/321557
330764,Absorber ring,3070,40,X6,nan,1,,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-22,0,0,999,0,nan,,0,,,D,Y,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/330764
2138564,Motor housing,3070,33,X6,nan,1,478800.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-07,2024-08-22,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-07,1,U26,SP\RDC Harrisburg,3070/2138564
2138651,Rotor 120V assy,3070,33,X6,nan,1,4180400.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-07,2024-08-22,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-07,1,U26,SP\RDC Harrisburg,3070/2138651
2138660,Carbon brush 6x10 120V set,3070,33,X6,nan,3,1107200.0,CLP,30.0,,0,EA,0,nan,nan,X,2024-09-12,2024-09-11,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2138660
2138731,Gear housing assy,3070,33,X6,nan,1,1626500.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-07,2024-08-22,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-07,1,U26,SP\RDC Harrisburg,3070/2138731
2213983,Set of toothed gears Z38/11,3070,33,X6,nan,3,3201700.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-11,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2213983
341472,Flange assy,3070,40,X6,nan,3,2977200.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-11,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/341472
2213982,"Spindle 5/8""",3070,33,X6,nan,3,4129000.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-11,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2213982
344797,Seal,3070,40,X6,nan,2,313000.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-03,1,0,999,0,nan,,0,,,D,Y,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/344797
349223,Cap assy,3070,40,X6,nan,3,1662000.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/349223
349862,O-ring 16X3,3070,40,X6,nan,3,487300.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,nan,20.0,4537317876,20.0,2024-09-19,C,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/349862
208991,Switch PF Poti assy,3070,40,X6,nan,4,2970000.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/208991
2076745,Line filter TE 1000_02 100V-127V packed,3070,40,X6,nan,4,18270100.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-06,2024-09-03,1,0,999,0,nan,13.0,4537357159,13.0,2024-09-26,A,X,15,F,9S,2024-09-06,1,U26,SP\RDC Harrisburg,3070/2076745
2028878,Battery charger C 4/36-350 115V box,3070,40,X6,nan,4,46294600.0,CLP,40.0,,0,PC,0,nan,nan,X,,2024-09-11,0,0,999,0,nan,,0,,,A,X,2,F,LA,,0,L15,Daniel Ruiz,3070/2028878
428244,Brush holder 24V TE4-A22 01 set,3070,33,X6,nan,2,10920300.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-09,2024-09-06,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,3070/428244
2031722,Switch TE2-A22_02 assy packed,3070,40,X6,nan,1,2458000.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,,0,,,T,X,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2031722
329188,Dust shield,3070,40,X6,nan,1,36100.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,,0,,,D,Y,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/329188
2093990,Electronics TE 1000_02 100-127V packed,3070,40,X6,nan,7,174422100.0,CLP,70.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2093990
250740,Grooved ball bear. 8X22X7-2RS,3070,40,X6,nan,6,1387800.0,CLP,60.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-11,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/250740
234026,Ball 15 III,3070,40,X6,nan,3,552400.0,CLP,90.0,,0,PC,0,nan,nan,X,,2024-09-09,0,0,999,0,nan,,0,,,C,X,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/234026
250530,Flexible conductor ESD/PE assy,3070,40,X6,nan,5,2672300.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-06,2024-09-09,1,0,999,0,nan,29.0,4537357159,29.0,2024-09-26,B,X,15,F,9S,2024-09-06,1,U26,SP\RDC Harrisburg,3070/250530
393592,O-ring 56X3,3070,40,X6,nan,9,2303500.0,CLP,90.0,,0,PC,0,nan,nan,X,2024-09-06,2024-09-09,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-06,1,U26,SP\RDC Harrisburg,3070/393592
2093757,Ram TE 1000_02 packed,3070,40,X6,nan,1,2313200.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,,0,,,A,X,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2093757
2095059,Guide tube Omega packed,3070,40,X6,nan,4,15062100.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-09,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,3070/2095059
2065221,Drive piston,3070,40,X6,nan,2,1465800.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/2065221
330864,Sleeve,3070,40,X6,nan,8,4308200.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-09,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,3070/330864
2076133,Flange Service TE 70_03,3070,40,X6,nan,1,5528000.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,3.0,4537317876,3.0,2024-09-19,B,Y,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2076133
280395,Shaft M M27x2,8335,40,X6,nan,3,30197900.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-12,1,0,999,0,nan,,0,,,A,Y,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/280395
417535,Grooved ball bear. 30X55X13-2RS,8335,40,PD,nan,3,4648700.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-12,1,0,999,0,nan,,0,,,C,X,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/417535
281057,Toothed gear z9,8335,40,PD,nan,1,353500.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,Y,30,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8335/281057
280722,Slider,8335,40,X6,nan,1,514200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,Y,30,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8335/280722
39563,Shaft DD 110-D packed,8335,40,PD,nan,3,64411800.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-12,1,0,999,0,nan,,0,,,A,Y,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/39563
2184374,O-ring 37X2,3070,33,X6,nan,3,265300.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2184374
209378,"Sealing ring 18,85x2,93x22,25",3070,40,X6,nan,4,962100.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/209378
2150956,"Sealing ring 22x17,1x4,6",3070,40,X6,nan,4,1905400.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,A,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2150956
209379,O-ring 13.94X2.62,3070,40,X6,nan,4,185100.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,C,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/209379
2161044,O-ring 24.99X3.53,3070,33,X6,nan,3,627100.0,CLP,60.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2161044
2181093,Conrod SV finpt,3070,33,X6,nan,1,449200.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,8.0,4537357159,8.0,2024-09-26,D,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2181093
2103956,Cap assy,3070,33,X6,nan,3,3352500.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-09,1,0,999,0,43,,13525519,43.0,2024-09-30,D,Z,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2103956
346291,"Ball bearing 10X26X12,4",3070,40,X6,nan,9,12962900.0,CLP,90.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/346291
2284390,Gasket set TE 500 STD,8335,33,X6,nan,4,41848100.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,3,,13529511,3.0,2024-10-21,D,Z,30,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,8335/2284390
2176839,Ram TE 500 (03),8335,33,X6,nan,4,10026900.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-11,2024-09-11,1,0,999,0,nan,,0,,,D,Z,30,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,8335/2176839
2123888,Stator TE3-CL_01 220-240V packed,8335,33,X6,nan,1,1311600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-26,2024-08-26,1,0,999,0,nan,,0,,,D,Z,30,F,9S,2024-08-26,1,U26,SP\RDC Harrisburg,8335/2123888
2082159,Gear spindle TE3-C_01 packed,8335,33,X6,nan,9,46073700.0,CLP,90.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-13,1,0,999,0,nan,,0,,,D,Z,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/2082159
2031738,"O-ring 15,0x3,1 S-FKM 80",8335,33,X6,nan,10,797100.0,CLP,100.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-09,1,0,999,0,nan,,0,,,D,Z,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/2031738
2136396,Battery pack B 22/5.2 Li-ion,8770,40,X6,nan,1,24567300.0,CLP,10.0,,0,PC,0,nan,nan,nan,,2024-08-26,0,0,999,0,nan,,0,,,T,X,2,F,L6,,0,L15,Daniel Ruiz,8770/2136396
356649,Extractor clamp,8678,40,X6,nan,1,16588800.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356649
221715,Grip,8678,40,X6,nan,1,907200.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/221715
342301,Breech GERAET assy,8678,40,X6,nan,1,18306000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/342301
358302,Breech,8678,40,X6,nan,1,8100000.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/358302
359769,Runner assy,8678,40,X6,nan,1,83581200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/359769
339315,Drive wheel DS-WSWD 280,8678,40,X6,nan,1,146880000.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/339315
356661,Roller set 200MM assy,8678,40,X6,nan,1,269514000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356661
356668,Roller set 280MM assy,8678,40,ND,nan,1,454226400.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356668
356674,Wheel,8678,40,X6,nan,1,18198000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356674
356915,Switch assy,8678,40,X6,nan,1,11253600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356915
356651,Split pin,8678,40,X6,nan,1,270000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356651
356687,Filter cartridge,8678,40,X6,nan,1,8445600.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356687
356679,Water cock assy,8678,40,X6,nan,1,39312000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/356679
368759,Tilt guide D200mm assy,8678,33,ND,nan,1,403812000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/368759
358330,Runner Ausklinkrolle assy,8678,33,ND,nan,1,119685600.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,2,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/358330
357150,Split pin,8678,40,ND,nan,1,259200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/357150
358318,Axle,8678,33,ND,nan,1,6577200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/358318
50843,Hexagon screw M12X30,8678,40,X6,nan,1,158700.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,D,N,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/50843
2035597,Servicing set TE 3000-AVR,8335,40,PD,nan,1,21018700.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-26,1,0,999,0,nan,,0,,,T,X,30,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8335/2035597
2062819,Conrod mach,8335,40,PD,nan,1,8323300.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-26,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8335/2062819
2078527,Supply cord TE 1000-AVR 220V 5m,8335,40,X6,nan,5,22569500.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-13,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/2078527
345549,Spring Cellasto,8335,60,X6,nan,1,935900.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-26,1,0,999,0,nan,,0,,,D,Z,30,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8335/345549
408184,Motor SIW 22T-A set (CE),8335,40,PD,nan,7,83116700.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-04,2024-09-03,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,8335/408184
329659,Electrical assembly set SI 22,8335,40,PD,nan,5,21020000.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-04,2024-08-29,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,8335/329659
2160943,Drive shaft block set SIW 22T-A,8335,33,PD,nan,7,111371100.0,CLP,70.0,,0,PC,0,nan,nan,X,2024-09-04,2024-09-03,1,0,999,0,nan,,0,,,D,Y,30,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,8335/2160943
280898,Rotary shaft seal AS30x42x7,8678,40,X6,nan,1,493700.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,C,X,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/280898
2006843,Carbon brush 220-240V Service packed,8678,40,X6,nan,2,4249800.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-30,2024-08-29,1,0,999,0,nan,,0,,,B,Y,3,F,9S,2024-08-30,1,U26,SP\RDC Harrisburg,8678/2006843
2008133,Chuck DD-CH-BI-150/160,8678,40,X6,nan,1,18849200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,A,Y,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/2008133
2006906,Brush cap Left assy,8678,33,X6,nan,1,2176600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-28,2024-08-26,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-08-28,1,U26,SP\RDC Harrisburg,8678/2006906
2007038,Brush cap Right assy,8678,33,ND,nan,1,,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-26,0,0,999,0,nan,2.0,4537334817,1.0,2024-09-11,nan,nan,3,F,9S,,0,U26,SP\RDC Harrisburg,8678/2007038
2082318,Toothed gear BX 3-ME_01 kit,8678,33,X6,nan,1,1308400.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-08-29,2024-08-26,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-08-29,1,U26,SP\RDC Harrisburg,8678/2082318
