SOrg,Plnt,Name_1,SLoc,Description,Material,Material_Description,Profl,Serial_Number,PP,Equipment,Pstng_Date,Total,Serials,BUn,key_plant,key_material
8750,8790,Hilti TS Plant,8722,8790-8722,382318,Breaker TE 905-AVR 220V,Z001,354951,1,300026489993,2009-08-05,0,3,PC,8790/382318,8750/382318
8750,8790,Hilti TS Plant,8722,8790-8722,410697,Cordless rotary hammer TE 6-A36-AVR case,Z001,58413,1,300034556284,2011-03-31,0,1,PC,8790/410697,8750/410697
8750,8790,Hilti TS Plant,8722,8790-8722,411288,Laser receiver PMA 31,Z001,267190273,1,300090139210,2020-11-24,1,3,PC,8790/411288,8750/411288
8750,8790,Hilti TS Plant,8722,8790-8722,411288,Laser receiver PMA 31,Z001,188100045,1,300034789991,2011-04-18,1,3,PC,8790/411288,8750/411288
8750,8790,Hilti TS Plant,8722,8790-8722,411288,Laser receiver PMA 31,Z001,20717368,1,300085370381,2020-02-20,1,3,PC,8790/411288,8750/411288
8750,8790,Hilti TS Plant,8722,8790-8722,426174,Battery pack B 14/1.6 Li-Ion,Z001,2663380,1,300089704696,2020-11-24,0,1,PC,8790/426174,8750/426174
8750,8790,Hilti TS Plant,8722,8790-8722,2004830,Laser range meter PD 5,Z001,296183464,1,300079509730,2019-09-13,0,1,PC,8790/2004830,8750/2004830
8750,8790,Hilti TS Plant,8722,8790-8722,2020315,Drywall screwdriver SD 5000 220V,Z001,550283,1,300060944251,2021-06-24,0,1,PC,8790/2020315,8750/2020315
8750,8790,Hilti TS Plant,8722,8790-8722,2026282,Battery charger C 4/36-90 220V box,Z001,2131000168.,1,300100317596,2022-04-29,0,1,PC,8790/2026282,8750/2026282
8750,8790,Hilti TS Plant,8722,8790-8722,2047044,Line laser PM 2-L,Z001,14190115,1,300081936947,2019-08-27,0,2,PC,8790/2047044,8750/2047044
8750,8790,Hilti TS Plant,8722,8790-8722,2047044,Line laser PM 2-L,Z001,41210084,1,300097133092,2021-12-17,0,2,PC,8790/2047044,8750/2047044
8750,8790,Hilti TS Plant,8722,8790-8722,2064821,Breaker TE 800-AVR 230V,Z001,83452,1,300081044177,2021-05-31,1,3,PC,8790/2064821,8750/2064821
8750,8790,Hilti TS Plant,8722,8790-8722,2064821,Breaker TE 800-AVR 230V,Z001,107776,1,300093636910,2022-02-03,1,3,PC,8790/2064821,8750/2064821
8750,8790,Hilti TS Plant,8722,8790-8722,2064821,Breaker TE 800-AVR 230V,Z001,132645,1,300104446267,2023-08-18,1,3,PC,8790/2064821,8750/2064821
8750,8790,Hilti TS Plant,8722,8790-8722,2075672,Angle grinder AG 115-8S,Z001,521448,1,300093818309,2021-06-02,1,3,PC,8790/2075672,8750/2075672
8750,8790,Hilti TS Plant,8722,8790-8722,2075672,Angle grinder AG 115-8S,Z001,589298,1,300103026653,2022-09-21,1,3,PC,8790/2075672,8750/2075672
8750,8790,Hilti TS Plant,8722,8790-8722,2075672,Angle grinder AG 115-8S,Z001,616118,1,300111450213,2023-10-25,1,3,PC,8790/2075672,8750/2075672
8750,8790,Hilti TS Plant,8722,8790-8722,2075679,Angle grinder AG 180-20P,Z001,65015,1,300098591146,2022-02-03,1,2,PC,8790/2075679,8750/2075679
8750,8790,Hilti TS Plant,8722,8790-8722,2075679,Angle grinder AG 180-20P,Z001,125527,1,300111450209,2023-10-25,1,2,PC,8790/2075679,8750/2075679
8750,8790,Hilti TS Plant,8722,8790-8722,2112534,Cordl. imp. wrench SIW 6AT-A22 case,Z001,201880537,1,300092009520,2021-03-03,0,1,PC,8790/2112534,8750/2112534
8750,8790,Hilti TS Plant,8722,8790-8722,2122681,Rotary hammer TE 3-CL 220V case,Z001,21575,1,300073025286,2021-04-26,0,2,PC,8790/2122681,8750/2122681
8750,8790,Hilti TS Plant,8722,8790-8722,2122681,Rotary hammer TE 3-CL 220V case,Z001,80296,1,300094501840,2022-06-15,0,2,PC,8790/2122681,8750/2122681
8750,8790,Hilti TS Plant,8722,8790-8722,2131536,Rotating laser PR 2-HS A12,Z001,251170088,1,300068120997,2019-09-16,0,1,PC,8790/2131536,8750/2131536
8750,8790,Hilti TS Plant,8722,8790-8722,2136393,Battery pack B 22/2.6 Li-ion,Z001,906370296,1,300088365197,2020-09-23,0,2,PC,8790/2136393,8750/2136393
8750,8790,Hilti TS Plant,8722,8790-8722,2136393,Battery pack B 22/2.6 Li-ion,Z001,113260162,1,300100317595,2022-04-29,0,2,PC,8790/2136393,8750/2136393
8750,8790,Hilti TS Plant,8722,8790-8722,2162757,Cordless rotary hammer TE 6-A22 case,Z001,175559,1,300079524321,2021-03-03,1,2,PC,8790/2162757,8750/2162757
8750,8790,Hilti TS Plant,8722,8790-8722,2162757,Cordless rotary hammer TE 6-A22 case,Z001,432525,1,300096037583,2022-06-07,1,2,PC,8790/2162757,8750/2162757
8750,8790,Hilti TS Plant,8722,8790-8722,2190184,Laser range meter PD-S,Z001,271210174,1,300102424024,2022-08-23,0,2,PC,8790/2190184,8750/2190184
8750,8790,Hilti TS Plant,8722,8790-8722,2190184,Laser range meter PD-S,Z001,191180063,1,300082168707,2019-09-09,0,2,PC,8790/2190184,8750/2190184
8750,8790,Hilti TS Plant,8722,8790-8722,2200121,Cordl. drill driver SF 2-A12 case,Z001,211380392,1,300098591145,2022-02-03,0,1,PC,8790/2200121,8750/2200121
8750,8790,Hilti TS Plant,8723,8790-8723,71719,Angle grinder DCG 180-P 230V,Z001,401000051,1,300052215284,2015-01-20,0,1,PC,8790/71719,8750/71719
8750,8790,Hilti TS Plant,8723,8790-8723,202416,Laser range meter PD 4,Z001,80695,1,300026336755,2008-12-12,0,4,PC,8790/202416,8750/202416
