SOrg,Plnt,Name_1,SLoc,Description,Material,Material_Description,Profl,Serial_Number,PP,Equipment,Pstng_Date,Total,Serials,BUn,key_plant,key_material
3000,3090,Hilti TS Mexico,156,3090-0156,2062050,Laser range meter PD-E,Z001,182213354,1,300097135283,2021-11-18,0,1,PC,3090/2062050,3000/2062050
3000,3090,Hilti TS Mexico,156,3090-0156,2077976,Battery pack B 12/2.6,Z001,523610381,1,300061043106,2016-07-20,0,1,PC,3090/2077976,3000/2077976
3000,3090,Hilti TS Mexico,156,3090-0156,2136396,Battery pack B 22/5.2 Li-ion,Z001,106110527,1,300094058804,2021-06-15,0,1,PC,3090/2136396,3000/2136396
3000,3090,Hilti TS Mexico,157,3090-0157,70748,Angle grinder DCG 180-P 127V,Z001,411000017,1,300053397093,2016-06-21,0,1,PC,3090/70748,3000/70748
3000,3090,Hilti TS Mexico,157,3090-0157,228085,Rotary hammer TE 2 120V case,Z001,735478,1,300021071937,2008-06-17,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,157,3090-0157,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8017338,1,300041906637,2015-06-29,0,1,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,157,3090-0157,285336,Rotary hammer TE 16-M 127V,Z001,76409,1,300021653624,2008-05-12,0,1,PC,3090/285336,3000/285336
3000,3090,Hilti TS Mexico,157,3090-0157,336737,Diamond coring tool DD EC-1 120V US,Z001,68948,1,300053814261,2015-07-10,0,1,PC,3090/336737,3000/336737
3000,3090,Hilti TS Mexico,157,3090-0157,337032,Diamond cutter DC 180-S 127V,Z001,789002686,1,300022596104,2008-05-12,0,1,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,157,3090-0157,382594,Angle grinder DAG 500-D 120V box,Z001,512000093,1,300058319456,2016-06-21,0,1,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,157,3090-0157,435664,Drilling stand DD-ST 160 SFL,Z001,12119,1,300042037789,2013-04-12,0,1,PC,3090/435664,3000/435664
3000,3090,Hilti TS Mexico,157,3090-0157,435666,Drilling stand DD-ST 150-U CTL,Z001,31655,1,300044177600,2014-04-29,0,1,PC,3090/435666,3000/435666
3000,3090,Hilti TS Mexico,157,3090-0157,2006480,Cordl. compact dr. driver SFC 22-A case,Z001,1190018,1,300051537943,2016-02-15,0,1,PC,3090/2006480,3000/2006480
3000,3090,Hilti TS Mexico,157,3090-0157,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7676623,1,300046334524,2016-02-15,0,1,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,157,3090-0157,2021420,Cordless rotary hammer TE 2-A22 case,Z001,64193,1,300048650454,2017-05-03,0,2,PC,3090/2021420,3000/2021420
3000,3090,Hilti TS Mexico,157,3090-0157,2021420,Cordless rotary hammer TE 2-A22 case,Z001,266753,1,300083395878,2020-03-23,0,2,PC,3090/2021420,3000/2021420
3000,3090,Hilti TS Mexico,157,3090-0157,2028878,Battery charger C 4/36-350 115V box,Z001,90440189,1,300051497382,2014-11-20,0,1,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,157,3090-0157,2127969,Combihammer TE 50-AVR 120 V,Z001,168721,1,300098666602,2022-04-05,0,1,PC,3090/2127969,3000/2127969
3000,3090,Hilti TS Mexico,157,3090-0157,2136393,Battery pack B 22/2.6 Li-ion,Z001,206950501,1,300104901269,2022-12-08,0,1,PC,3090/2136393,3000/2136393
3000,3090,Hilti TS Mexico,157,3090-0157,2146853,Breaker TE 500-AVR 120V,Z001,25515,1,300079796895,2019-10-30,0,2,PC,3090/2146853,3000/2146853
3000,3090,Hilti TS Mexico,157,3090-0157,2146853,Breaker TE 500-AVR 120V,Z001,25214,1,300079591401,2019-12-04,0,2,PC,3090/2146853,3000/2146853
3000,3090,Hilti TS Mexico,157,3090-0157,2254431,Battery charger C 6-22 115V box,Z001,2135500659,1,300105623741,2023-06-20,0,1,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,157,3090-0157,2326712,Cordl. dispenser HDE 500-A12,Z001,21350,1,300108751196,2024-01-25,0,1,PC,3090/2326712,3000/2326712
3000,3090,Hilti TS Mexico,157,3090-0157,2333570,Battery pack B 12-30 Li-ion,Z001,315010168,1,300113414980,2024-01-25,0,1,PC,3090/2333570,3000/2333570
3000,3090,Hilti TS Mexico,158,3090-0158,228085,Rotary hammer TE 2 120V case,Z001,720688,1,300020727399,2007-11-01,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,158,3090-0158,274638,Gas-actuated tool GX 120,Z001,206996,1,300034658319,2011-09-23,0,1,PC,3090/274638,3000/274638
3000,3090,Hilti TS Mexico,158,3090-0158,274719,Breaker TE 500-AVR 120V,Z001,103704,1,300058776312,2016-03-07,0,1,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,158,3090-0158,283460,Cordless rotary hammer TE 2-A case,Z001,8194638.,1,300021692411,2007-11-23,0,1,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,158,3090-0158,284778,Breaker TE 706-AVR 120V,Z001,111277,1,300034139497,2011-04-27,0,2,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,158,3090-0158,284778,Breaker TE 706-AVR 120V,Z001,107712,1,300033049783,2011-03-30,0,2,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,158,3090-0158,369388,Diamond grinder DG 150 120V WH,Z001,70464,1,300048769548,2015-06-16,0,1,PC,3090/369388,3000/369388
3000,3090,Hilti TS Mexico,158,3090-0158,372224,Diamond coring tool DD 130 M 120V,Z001,85998,1,300030706779,2011-04-19,0,2,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,158,3090-0158,372224,Diamond coring tool DD 130 M 120V,Z001,88224,1,300031468098,2011-09-28,0,2,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,158,3090-0158,377418,Powder-actuated tool DX 351 M+E,Z001,204957,1,300053025272,2015-12-16,0,1,PC,3090/377418,3000/377418
3000,3090,Hilti TS Mexico,158,3090-0158,378426,Battery pack B 24/3.0 NiMH,Z001,244796,1,300021692446,2007-11-07,0,1,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,158,3090-0158,378449,Battery charger C 7/24 115V,Z001,C127088,1,300021692685,2007-11-23,0,1,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,158,3090-0158,382594,Angle grinder DAG 500-D 120V box,Z001,411000265,1,300052525393,2015-11-23,0,2,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,158,3090-0158,382594,Angle grinder DAG 500-D 120V box,Z001,206000252,1,300041140081,2016-06-07,0,2,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,158,3090-0158,404314,Rotary hammer TE 30-M-AVR 127V,Z001,97027,1,300058776313,2016-03-07,0,1,PC,3090/404314,3000/404314
3000,3090,Hilti TS Mexico,158,3090-0158,407960,Ferrodetector PS 35,Z001,346090089,1,300033554309,2011-04-19,0,1,PC,3090/407960,3000/407960
3000,3090,Hilti TS Mexico,158,3090-0158,410697,Cordless rotary hammer TE 6-A36-AVR case,Z001,416111,1,300062825456,2017-06-23,0,1,PC,3090/410697,3000/410697
3000,3090,Hilti TS Mexico,158,3090-0158,411210,Combilaser PMC 46 kit,Z001,139110012,1,300036339257,2011-08-18,0,1,PC,3090/411210,3000/411210
3000,3090,Hilti TS Mexico,158,3090-0158,426177,Battery pack B 22/1.6 Li-Ion,Z001,4303202,1,300061476648,2016-08-19,0,1,PC,3090/426177,3000/426177
3000,3090,Hilti TS Mexico,158,3090-0158,2005206,Diamond coring tool DD 160 120V,Z001,15114,1,300044964730,2014-12-10,0,1,PC,3090/2005206,3000/2005206
3000,3090,Hilti TS Mexico,158,3090-0158,2007431,Battery pack B 22/3.3 Li-Ion,Z001,8953764,1,300060160334,2016-10-28,0,1,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,158,3090-0158,2020087,Drywall screwdriver SD 4500 120V,Z001,516248,1,300064007945,2017-10-12,0,1,PC,3090/2020087,3000/2020087
3000,3090,Hilti TS Mexico,158,3090-0158,2028878,Battery charger C 4/36-350 115V box,Z001,20950740,1,300057517610,2016-04-15,0,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,158,3090-0158,2028878,Battery charger C 4/36-350 115V box,Z001,190960174,1,300064006461,2017-01-18,0,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,158,3090-0158,2063015,Combihammer TE 70-ATC/AVR 120V,Z001,81746,1,300061744340,2016-11-09,0,1,PC,3090/2063015,3000/2063015
3000,3090,Hilti TS Mexico,158,3090-0158,2064659,Breaker TE 800-AVR 120V,Z001,59917,1,300068820597,2018-02-02,0,1,PC,3090/2064659,3000/2064659
3000,3090,Hilti TS Mexico,158,3090-0158,2076996,Battery charger C 4/12-50 115V BULK,Z001,615310408,1,300067551937,2017-11-23,0,1,PC,3090/2076996,3000/2076996
3000,3090,Hilti TS Mexico,158,3090-0158,2077976,Battery pack B 12/2.6,Z001,613320034,1,300067475788,2017-08-02,0,1,PC,3090/2077976,3000/2077976
3000,3090,Hilti TS Mexico,158,3090-0158,2110409,Battery pack B 22/5.2 Li-ion,Z001,636310810,1,300065450723,2017-04-07,0,1,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,158,3090-0158,2122429,Cordl. ham. dr. driver SF 2H-A case,Z001,7613023712954,1,300069608131,2017-11-23,0,1,PC,3090/2122429,3000/2122429
3000,3090,Hilti TS Mexico,159,3090-0159,211898,Angle grinder DAG 450-S 120V,Z001,21299,1,300035934734,2011-08-31,0,1,PC,3090/211898,3000/211898
3000,3090,Hilti TS Mexico,159,3090-0159,227942,Cordl. drill driver SF 151-A 3.0,Z001,4373272,1,300022816653,2008-02-22,0,1,PC,3090/227942,3000/227942
3000,3090,Hilti TS Mexico,159,3090-0159,228026,Cordless rotary hammer TE 7-A,Z001,05-0101255-BN-11,7,300040334031,2012-07-19,0,1,PC,3090/228026,3000/228026
3000,3090,Hilti TS Mexico,159,3090-0159,228061,Rotary hammer TE 7-C 120V,Z001,115101,1,300022087171,2008-02-22,0,2,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,159,3090-0159,228061,Rotary hammer TE 7-C 120V,Z001,562403,7,300067877110,2017-10-13,0,2,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,159,3090-0159,228085,Rotary hammer TE 2 120V case,Z001,735629,1,300021072088,2008-02-22,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,159,3090-0159,228111,Rotary hammer TE 2-M 120V case,Z001,314525,1,300035443025,2011-09-15,0,1,PC,3090/228111,3000/228111
3000,3090,Hilti TS Mexico,159,3090-0159,248739,Breaker TE 1000-AVR 120V,Z001,102325,1,300036253430,2012-01-31,0,1,PC,3090/248739,3000/248739
3000,3090,Hilti TS Mexico,159,3090-0159,249003,Breaker TE 1500-AVR 120V,Z001,52791,1,300036343749,2012-01-31,0,1,PC,3090/249003,3000/249003
3000,3090,Hilti TS Mexico,159,3090-0159,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8001489,1,300030376093,2012-08-21,0,4,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,159,3090-0159,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8002832,7,300034928754,2012-07-19,0,4,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,159,3090-0159,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8003220,1,300037408187,2011-11-11,0,4,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,159,3090-0159,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,80023832,7,300040579732,2012-09-11,0,4,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,159,3090-0159,273643,Combihammer TE 70-ATC 120V,Z001,149995,1,300043602367,2015-06-23,0,1,PC,3090/273643,3000/273643
3000,3090,Hilti TS Mexico,159,3090-0159,273745,Hammer drill UH 700 120V,Z001,46245,1,300024333837,2008-10-17,0,1,PC,3090/273745,3000/273745
3000,3090,Hilti TS Mexico,159,3090-0159,274935,Diamond coring tool DD 120 120V,Z001,5030,1,300022180248,2008-02-14,0,1,PC,3090/274935,3000/274935
3000,3090,Hilti TS Mexico,159,3090-0159,283460,Cordless rotary hammer TE 2-A case,Z001,8203280,1,300020971558,2008-02-22,0,1,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,159,3090-0159,285632,Hammer drill UH 650 120V box,Z001,41970MX,1,300025165261,2008-08-26,0,1,PC,3090/285632,3000/285632
3000,3090,Hilti TS Mexico,159,3090-0159,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7348131,1,300035359845,2011-08-09,0,1,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,159,3090-0159,305534,Drilling stand DD-HD 30,Z001,279417,1,300027254288,2009-04-06,0,1,PC,3090/305534,3000/305534
3000,3090,Hilti TS Mexico,159,3090-0159,320286,Laser range meter PD 42,Z001,5418465,1,300036413485,2011-08-22,0,1,PC,3090/320286,3000/320286
3000,3090,Hilti TS Mexico,159,3090-0159,332160,Vacuum pump DD VPX 115V GB,Z001,745000355,1,300022723551,2008-02-22,0,1,PC,3090/332160,3000/332160
3000,3090,Hilti TS Mexico,159,3090-0159,360383,Battery pack B 22/2.6 Li-Ion,Z001,2286357,1,300035394625,2011-08-09,0,1,PC,3090/360383,3000/360383
3000,3090,Hilti TS Mexico,159,3090-0159,372224,Diamond coring tool DD 130 M 120V,Z001,100563,1,300032359671,2011-11-17,0,2,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,159,3090-0159,372224,Diamond coring tool DD 130 M 120V,Z001,64021,1,300021143668,2008-02-22,0,2,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,159,3090-0159,377417,Powder-actuated tool DX 460 MX 72,Z001,246556,1,300022087854,2008-02-22,0,1,PC,3090/377417,3000/377417
3000,3090,Hilti TS Mexico,159,3090-0159,378426,Battery pack B 24/3.0 NiMH,Z001,260926,1,300022201171,2008-02-22,0,1,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,159,3090-0159,378449,Battery charger C 7/24 115V,Z001,C158288,1,300022201187,2008-02-22,0,1,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,159,3090-0159,378706,Cordl. hammer drill UH 240-A case,Z001,2008037403,1,300025165809,2008-09-23,0,1,PC,3090/378706,3000/378706
3000,3090,Hilti TS Mexico,159,3090-0159,401594,Battery pack B 36/3.9 Li-Ion,Z001,2092205,7,300036666076,2012-09-11,0,1,PC,3090/401594,3000/401594
3000,3090,Hilti TS Mexico,159,3090-0159,2028878,Battery charger C 4/36-350 115V box,Z001,121080665,1,300078515472,2019-03-01,0,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,159,3090-0159,2028878,Battery charger C 4/36-350 115V box,Z001,190960222,1,300064520848,2018-05-10,0,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,159,3090-0159,2047044,Line laser PM 2-L,Z001,34180110,1,300077597403,2019-01-15,0,1,PC,3090/2047044,3000/2047044
3000,3090,Hilti TS Mexico,159,3090-0159,2047072,Multi line laser PM 4-M,Z001,125180004,1,300079474126,2019-04-16,0,1,PC,3090/2047072,3000/2047072
3000,3090,Hilti TS Mexico,159,3090-0159,2063015,Combihammer TE 70-ATC/AVR 120V,Z001,149255,1,300083336914,2020-02-04,0,2,PC,3090/2063015,3000/2063015
3000,3090,Hilti TS Mexico,159,3090-0159,2063015,Combihammer TE 70-ATC/AVR 120V,Z001,160098,1,300090329068,2021-03-23,0,2,PC,3090/2063015,3000/2063015
3000,3090,Hilti TS Mexico,159,3090-0159,2110409,Battery pack B 22/5.2 Li-ion,Z001,620620391,1,300062868182,2016-11-09,0,2,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,159,3090-0159,2110409,Battery pack B 22/5.2 Li-ion,Z001,717630487,1,300069607684,2017-11-23,0,2,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,159,3090-0159,2136396,Battery pack B 22/5.2 Li-ion,Z001,834230616,1,300078515470,2019-03-01,0,1,PC,3090/2136396,3000/2136396
3000,3090,Hilti TS Mexico,159,3090-0159,2149471,Breaker TE 2000-AVR 120V,Z001,518864,1,300094531539,2021-07-08,0,2,PC,3090/2149471,3000/2149471
3000,3090,Hilti TS Mexico,159,3090-0159,2149471,Breaker TE 2000-AVR 120V,Z001,32853..,1,300077557005,2019-07-17,0,2,PC,3090/2149471,3000/2149471
3000,3090,Hilti TS Mexico,159,3090-0159,2190678,Breaker TE 3000-AVR 120V,Z001,108168,1,300077844087,2019-07-17,0,2,PC,3090/2190678,3000/2190678
3000,3090,Hilti TS Mexico,159,3090-0159,2190678,Breaker TE 3000-AVR 120V,Z001,110093,1,300079155202,2020-02-05,0,2,PC,3090/2190678,3000/2190678
3000,3090,Hilti TS Mexico,160,3090-0160,202416,Laser range meter PD 4,Z001,72080610,1,300024990942,2008-11-20,0,1,PC,3090/202416,3000/202416
3000,3090,Hilti TS Mexico,160,3090-0160,218369,Univ. vacuum cleaner VC 40-U 120V,Z001,23685,1,300046245796,2013-12-18,0,1,PC,3090/218369,3000/218369
3000,3090,Hilti TS Mexico,160,3090-0160,228061,Rotary hammer TE 7-C 120V,Z001,S.N.,1,300022020905,2007-12-04,0,1,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,160,3090-0160,228679,Cordless rotary hammer TE 6-A,Z001,637688,1,300027987498,2009-10-08,0,1,PC,3090/228679,3000/228679
3000,3090,Hilti TS Mexico,160,3090-0160,244277,Cordl. drill driver SF 144-A Li-Ion,Z001,800275,1,300026824143,2009-07-10,0,2,PC,3090/244277,3000/244277
3000,3090,Hilti TS Mexico,160,3090-0160,244277,Cordl. drill driver SF 144-A Li-Ion,Z001,216121.,1,300027126813,2009-03-25,0,2,PC,3090/244277,3000/244277
3000,3090,Hilti TS Mexico,160,3090-0160,267579,Angle grinder DAG 451-S 120V box,Z001,12000455,1,300039151283,2012-03-27,0,2,PC,3090/267579,3000/267579
3000,3090,Hilti TS Mexico,160,3090-0160,267579,Angle grinder DAG 451-S 120V box,Z001,883000236,1,300027985544,2010-10-29,0,2,PC,3090/267579,3000/267579
3000,3090,Hilti TS Mexico,160,3090-0160,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8001413,1,300029414130,2010-01-08,0,1,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,160,3090-0160,272471,Battery pack B 36 2.4 Li-Ion,Z001,3119371,1,300028881662,2009-10-08,0,1,PC,3090/272471,3000/272471
3000,3090,Hilti TS Mexico,160,3090-0160,272833,Cordl. imp. wrench SIW 144-A,Z001,1117692,1,300031613351,2011-09-02,0,1,PC,3090/272833,3000/272833
3000,3090,Hilti TS Mexico,160,3090-0160,273114,Battery pack B 144 2.6 Li-Ion,Z001,2078050,1,300029816192,2010-03-17,0,1,PC,3090/273114,3000/273114
3000,3090,Hilti TS Mexico,160,3090-0160,282827,Rotating laser PR 20,Z001,23408517,1,300025355382,2009-07-30,0,1,PC,3090/282827,3000/282827
3000,3090,Hilti TS Mexico,160,3090-0160,285698,Drywall screwdriver SD 4500 120V 15ft,Z001,253291MX,1,300025465027,2008-09-22,0,2,PC,3090/285698,3000/285698
3000,3090,Hilti TS Mexico,160,3090-0160,285698,Drywall screwdriver SD 4500 120V 15ft,Z001,253301MX,1,300027028587,2009-03-12,0,2,PC,3090/285698,3000/285698
3000,3090,Hilti TS Mexico,160,3090-0160,286141,Point laser PMP 34 kit,Z001,21487,1,300024927958,2008-07-29,0,1,PC,3090/286141,3000/286141
3000,3090,Hilti TS Mexico,160,3090-0160,331413,Rotating laser PRI 2 / PRA 22,Z001,230015,1,300024927959,2008-07-29,0,3,PC,3090/331413,3000/331413
3000,3090,Hilti TS Mexico,160,3090-0160,331413,Rotating laser PRI 2 / PRA 22,Z001,11707296.,1,300022951486,2008-02-13,0,3,PC,3090/331413,3000/331413
3000,3090,Hilti TS Mexico,160,3090-0160,331413,Rotating laser PRI 2 / PRA 22,Z001,11807017.,1,300024883483,2008-07-29,0,3,PC,3090/331413,3000/331413
3000,3090,Hilti TS Mexico,160,3090-0160,334239,Combihammer TE 76-ATC 120V,Z001,242807.,1,300023281022,2008-03-06,0,1,PC,3090/334239,3000/334239
3000,3090,Hilti TS Mexico,160,3090-0160,337032,Diamond cutter DC 180-S 127V,Z001,782000172,1,300021493578,2007-10-26,0,1,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,160,3090-0160,337042,Diamond cutter DC 230-S 127V box,Z001,781008155,1,300025076853,2008-08-18,0,1,PC,3090/337042,3000/337042
3000,3090,Hilti TS Mexico,160,3090-0160,408998,Vacuum pump DD VP-U 120V,Z001,70716300,1,300068620758,2017-10-05,0,1,PC,3090/408998,3000/408998
3000,3090,Hilti TS Mexico,160,3090-0160,423165,Cordl. circular saw SCW 22-A case,Z001,54175,1,300051464752,2015-09-08,0,1,PC,3090/423165,3000/423165
3000,3090,Hilti TS Mexico,160,3090-0160,2005630,Cordl. dispenser HDE 500-A22 box,Z001,75030,1,300062142121,2016-11-24,0,1,PC,3090/2005630,3000/2005630
3000,3090,Hilti TS Mexico,160,3090-0160,2028878,Battery charger C 4/36-350 115V box,Z001,190930665,1,300048696388,2014-08-13,1,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,160,3090-0160,2028878,Battery charger C 4/36-350 115V box,Z001,2322900053,1,300117023063,2024-08-01,1,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,160,3090-0160,2061409,Laser range meter PD-E,Z001,86176676,1,300065438034,2017-07-26,0,1,PC,3090/2061409,3000/2061409
3000,3090,Hilti TS Mexico,160,3090-0160,2062050,Laser range meter PD-E,Z001,153143398,1,300049429395,2014-09-08,0,1,PC,3090/2062050,3000/2062050
3000,3090,Hilti TS Mexico,160,3090-0160,2110409,Battery pack B 22/5.2 Li-ion,Z001,621630759,1,300063276594,2016-12-01,0,1,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,160,3090-0160,2153880,Cordl. dispenser HDE 500-A22,Z001,113271,1,300091353033,2021-06-22,0,1,PC,3090/2153880,3000/2153880
3000,3090,Hilti TS Mexico,160,3090-0160,2251351,Battery pack B 22-85 Li-ion,Z001,400450386,1,300117521239,2024-09-03,2,3,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,160,3090-0160,2251351,Battery pack B 22-85 Li-ion,Z001,400450389,1,300117521240,2024-09-03,2,3,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,160,3090-0160,2251351,Battery pack B 22-85 Li-ion,Z001,204513604P,1,300106740198,2023-05-02,2,3,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,160,3090-0160,2333570,Battery pack B 12-30 Li-ion,Z001,300910374,1,300110233572,2023-08-31,1,2,PC,3090/2333570,3000/2333570
3000,3090,Hilti TS Mexico,160,3090-0160,2333570,Battery pack B 12-30 Li-ion,Z001,403310719,1,300117521234,2024-09-03,1,2,PC,3090/2333570,3000/2333570
3000,3090,Hilti TS Mexico,161,3090-0161,228195,Battery pack B 36 2.4 NiCd,Z001,173316,1,300026739444,2009-04-16,0,1,PC,3090/228195,3000/228195
3000,3090,Hilti TS Mexico,161,3090-0161,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8001395,1,300029418032,2009-11-27,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,161,3090-0161,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8024210,1,300044960945,2013-08-28,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,161,3090-0161,274638,Gas-actuated tool GX 120,Z001,36522,1,300023806849,2014-05-07,0,1,PC,3090/274638,3000/274638
3000,3090,Hilti TS Mexico,161,3090-0161,274719,Breaker TE 500-AVR 120V,Z001,132805,1,300072617712,2019-01-31,0,2,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,161,3090-0161,274719,Breaker TE 500-AVR 120V,Z001,11760.,1,300023896051,2008-05-29,0,2,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,161,3090-0161,284778,Breaker TE 706-AVR 120V,Z001,68269,1,300023862321,2008-10-15,0,1,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,161,3090-0161,377788,Breaker TE 905-AVR 120V,Z001,360777,1,300028271393,2009-10-23,0,1,PC,3090/377788,3000/377788
3000,3090,Hilti TS Mexico,161,3090-0161,378449,Battery charger C 7/24 115V,Z001,C169396,1,300023657083,2008-04-21,0,1,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,161,3090-0161,382594,Angle grinder DAG 500-D 120V box,Z001,312000128,1,300048011438,2014-09-03,0,1,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,161,3090-0161,408998,Vacuum pump DD VP-U 120V,Z001,33223406,1,300046259891,2014-10-09,0,1,PC,3090/408998,3000/408998
3000,3090,Hilti TS Mexico,161,3090-0161,435663,Drilling stand DD-ST 160 CTL,Z001,20953,1,300054452497,2015-09-08,0,1,PC,3090/435663,3000/435663
3000,3090,Hilti TS Mexico,161,3090-0161,435666,Drilling stand DD-ST 150-U CTL,Z001,37558,1,300048786414,2014-10-10,0,1,PC,3090/435666,3000/435666
3000,3090,Hilti TS Mexico,161,3090-0161,2028878,Battery charger C 4/36-350 115V box,Z001,170450211,1,300055655958,2016-08-08,1,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,161,3090-0161,2028878,Battery charger C 4/36-350 115V box,Z001,190930645,1,300048779631,2014-06-27,1,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,161,3090-0161,2028878,Battery charger C 4/36-350 115V box,Z001,2206900293,1,300106586333,2023-03-01,1,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,161,3090-0161,2061406,Laser range meter PD-I,Z001,32166763,1,300058487362,2016-06-02,0,2,PC,3090/2061406,3000/2061406
3000,3090,Hilti TS Mexico,161,3090-0161,2061406,Laser range meter PD-I,Z001,79173353,1,300065887547,2017-11-30,0,2,PC,3090/2061406,3000/2061406
3000,3090,Hilti TS Mexico,161,3090-0161,2061409,Laser range meter PD-E,Z001,157146702,1,300050023326,2015-02-13,0,1,PC,3090/2061409,3000/2061409
3000,3090,Hilti TS Mexico,161,3090-0161,2062050,Laser range meter PD-E,Z001,153143408,1,300049429397,2014-09-08,0,1,PC,3090/2062050,3000/2062050
3000,3090,Hilti TS Mexico,161,3090-0161,2063015,Combihammer TE 70-ATC/AVR 120V,Z001,40130,1,300051529079,2015-03-31,0,1,PC,3090/2063015,3000/2063015
3000,3090,Hilti TS Mexico,161,3090-0161,2110409,Battery pack B 22/5.2 Li-ion,Z001,623510542,1,300062842081,2016-11-08,0,1,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,161,3090-0161,2134761,Rotating laser PR 30-HVS A12,Z001,199170515,1,300067517267,2017-11-10,0,1,PC,3090/2134761,3000/2134761
3000,3090,Hilti TS Mexico,162,3090-0162,218369,Univ. vacuum cleaner VC 40-U 120V,Z001,23472.,1,300046192183,2013-10-22,0,1,PC,3090/218369,3000/218369
3000,3090,Hilti TS Mexico,162,3090-0162,228061,Rotary hammer TE 7-C 120V,Z001,449517,1,300051462557,2015-12-03,0,1,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,162,3090-0162,428639,Rotary hammer TE 7 120V case,Z001,236357,1,300062877343,2017-07-05,0,1,PC,3090/428639,3000/428639
