Material|Material_Description|SLoc|SL|Plnt|BUn|Unrestricted|Transit_Transf|Blocked|In_Qual_Insp|Restricted_Use|Returns|Stk_in_Transit|Sorg|key_material
2254431|Battery charger C 6-22 115V box|198.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|199.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|202.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|205.0|nan|3090|PC|2.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|211.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|217.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|218.0|nan|3090|PC|15.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|234.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|236.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|243.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|245.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|250.0|nan|3090|PC|2.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|273.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|999.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254431
2254431|Battery charger C 6-22 115V box|1.0|nan|8750|PC|4.0|0|0|0|0|0|0|8750|8750/2254431
2254438|Univ. vacuum cleaner VC 140-2-22 b|1.0|nan|3000|PC|6.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|1.0|nan|3010|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|1.0|nan|3014|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|1.0|nan|3016|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|1.0|nan|3022|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|125.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|136.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|140.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|145.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|150.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|165.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|166.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|170.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|180.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|181.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|182.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|194.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|199.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|211.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|218.0|nan|3090|PC|6.0|0|0|0|0|0|0|3000|3000/2254438
2254438|Univ. vacuum cleaner VC 140-2-22 b|254.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254438
2254439|Univ. vacuum cleaner VC 10L-22|2.0|nan|8323|PC|1.0|0|0|0|0|0|0|8300|8300/2254439
2254439|Univ. vacuum cleaner VC 10L-22|4.0|nan|8323|PC|1.0|0|0|0|0|0|0|8300|8300/2254439
2254439|Univ. vacuum cleaner VC 10L-22|nan|nan|8330|PC|0.0|10|0|0|0|0|0|8300|8300/2254439
2254439|Univ. vacuum cleaner VC 10L-22|1.0|nan|8330|PC|6.0|0|0|0|0|0|0|8300|8300/2254439
2254439|Univ. vacuum cleaner VC 10L-22|2.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254439|Univ. vacuum cleaner VC 10L-22|4.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254439|Univ. vacuum cleaner VC 10L-22|5.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254439|Univ. vacuum cleaner VC 10L-22|1.0|nan|8650|PC|27.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|1.0|nan|8663|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|503.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|505.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|508.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|512.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|524.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|535.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|564.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|571.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|572.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|588.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254439
2254439|Univ. vacuum cleaner VC 10L-22|1.0|nan|8750|PC|14.0|0|0|0|0|0|0|8750|8750/2254439
2254439|Univ. vacuum cleaner VC 10L-22|8705.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254439
2254439|Univ. vacuum cleaner VC 10L-22|8720.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254439
2254439|Univ. vacuum cleaner VC 10L-22|8723.0|nan|8790|PC|3.0|0|0|0|0|0|0|8750|8750/2254439
2254439|Univ. vacuum cleaner VC 10L-22|8737.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254439
2254454|Hook SC 30WR-22|1000.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/2254454
2254454|Hook SC 30WR-22|1000.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/2254454
2254518|Gusset plate OS S-M GP-CH-50-2T HDG|1.0|nan|8342|PC|546.0|0|0|0|0|0|0|8300|8300/2254518
2254657|Pointed chisel TE-HX SM 40|1.0|nan|3000|PC|35.0|0|0|0|0|0|0|3000|3000/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|3018|PC|3.0|0|0|0|0|0|0|3000|3000/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|8330|PC|768.0|0|0|0|0|0|0|8300|8300/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|8342|PC|4.0|0|0|0|0|0|0|8300|8300/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|8650|PC|59.0|0|0|0|0|0|0|8650|8650/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|8750|PC|67.0|0|0|0|0|0|0|8750|8750/2254657
2254657|Pointed chisel TE-HX SM 40|1.0|nan|8760|PC|2.0|0|0|0|0|0|0|8750|8750/2254657
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3000|PC|141.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3010|PC|2.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3014|PC|3.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3016|PC|1.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3018|PC|4.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3022|PC|4.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|3024|PC|1.0|0|0|0|0|0|0|3000|3000/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|8330|PC|315.0|0|0|0|0|0|0|8300|8300/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|8650|PC|10.0|0|0|0|0|0|0|8650|8650/2254658
2254658|Pointed chisel TE-HX SM 50|1.0|nan|8750|PC|29.0|0|0|0|0|0|0|8750|8750/2254658
2254659|Pointed chisel TE-HX SM 40 (4)|1.0|nan|8330|PC|4.0|0|0|0|0|0|0|8300|8300/2254659
2254659|Pointed chisel TE-HX SM 40 (4)|1.0|nan|8750|PC|4.0|0|0|0|0|0|0|8750|8750/2254659
2254750|Pointed chisel TE-HX SM 50 (4)|1.0|nan|3000|PC|64.0|0|0|0|0|0|0|3000|3000/2254750
2254750|Pointed chisel TE-HX SM 50 (4)|1.0|nan|3022|PC|4.0|0|0|0|0|0|0|3000|3000/2254750
2254750|Pointed chisel TE-HX SM 50 (4)|1.0|nan|8750|PC|12.0|0|0|0|0|0|0|8750|8750/2254750
2254751|Pointed chisel TE-H SM 40|1.0|nan|3000|PC|94.0|0|0|0|0|0|0|3000|3000/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|3014|PC|12.0|0|0|0|0|0|0|3000|3000/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|3016|PC|14.0|0|0|0|0|0|0|3000|3000/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|3018|PC|2.0|0|0|0|0|0|0|3000|3000/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|8330|PC|111.0|0|0|0|0|0|0|8300|8300/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|8650|PC|1.0|0|0|0|0|0|0|8650|8650/2254751
2254751|Pointed chisel TE-H SM 40|1.0|nan|8750|PC|29.0|0|0|0|0|0|0|8750|8750/2254751
2254752|Pointed chisel TE-H SM 50|1.0|nan|3000|PC|488.0|0|10|0|0|0|0|3000|3000/2254752
2254752|Pointed chisel TE-H SM 50|1.0|nan|3018|PC|3.0|0|0|0|0|0|0|3000|3000/2254752
2254752|Pointed chisel TE-H SM 50|133.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254752
2254752|Pointed chisel TE-H SM 50|1.0|nan|8330|PC|67.0|0|0|0|0|0|0|8300|8300/2254752
2254752|Pointed chisel TE-H SM 50|1.0|nan|8650|PC|39.0|0|0|0|0|0|0|8650|8650/2254752
2254752|Pointed chisel TE-H SM 50|1.0|nan|8760|PC|1.0|0|0|0|0|0|0|8750|8750/2254752
2254757|Asphalt cutter TE-HX AC 50/12|1.0|nan|3000|PC|3.0|0|0|0|0|0|0|3000|3000/2254757
2254757|Asphalt cutter TE-HX AC 50/12|1.0|nan|8330|PC|4.0|0|0|0|0|0|0|8300|8300/2254757
2254759|Clay spade TE-HX SP 50|1.0|nan|3000|PC|1.0|0|0|0|0|0|0|3000|3000/2254759
2254761|Shank TE-H SH 40|1.0|nan|8750|PC|22.0|0|0|0|0|0|0|8750|8750/2254761
2254761|Shank TE-H SH 40|1.0|nan|8760|PC|1.0|0|0|0|0|0|0|8750|8750/2254761
2254763|Ground rod driver TE-HX RD 2.5|1.0|nan|8330|PC|5.0|0|0|0|0|0|0|8300|8300/2254763
2254769|Scaling chisel TE-HX SC 40/8|1.0|nan|3000|PC|1.0|0|0|0|0|0|0|3000|3000/2254769
2254769|Scaling chisel TE-HX SC 40/8|1.0|nan|8330|PC|10.0|0|0|0|0|0|0|8300|8300/2254769
2254770|Scaling chisel TE-HX SC 50/8|1.0|nan|3000|PC|4.0|0|0|0|0|0|0|3000|3000/2254770
2254774|Flat chisel TE-HX FM 40|1.0|nan|3000|PC|74.0|0|0|0|0|0|0|3000|3000/2254774
2254774|Flat chisel TE-HX FM 40|1.0|nan|3014|PC|9.0|0|0|0|0|0|0|3000|3000/2254774
2254774|Flat chisel TE-HX FM 40|1.0|nan|8330|PC|102.0|0|0|0|0|0|0|8300|8300/2254774
2254774|Flat chisel TE-HX FM 40|1.0|nan|8750|PC|66.0|0|0|0|0|0|0|8750|8750/2254774
2254774|Flat chisel TE-HX FM 40|1.0|nan|8760|PC|2.0|0|0|0|0|0|0|8750|8750/2254774
2254775|Flat chisel TE-HX FM 50|1.0|nan|3000|PC|36.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3010|PC|1.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3014|PC|4.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3018|PC|4.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3020|PC|3.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3022|PC|6.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|3024|PC|1.0|0|0|0|0|0|0|3000|3000/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|8330|PC|54.0|0|0|0|0|0|0|8300|8300/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|8650|PC|5.0|0|0|0|0|0|0|8650|8650/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|8750|PC|4.0|0|0|0|0|0|0|8750|8750/2254775
2254775|Flat chisel TE-HX FM 50|1.0|nan|8760|PC|2.0|0|0|0|0|0|0|8750|8750/2254775
2254776|Flat chisel TE-HX FM 40 (4)|1.0|X|8750|PC|12.0|0|0|0|0|0|0|8750|8750/2254776
2254777|Flat chisel TE-HX FM 50 (4)|1.0|nan|8750|PC|16.0|0|0|0|0|0|0|8750|8750/2254777
2254778|Flat chisel TE-H FM 40|1.0|nan|3000|PC|61.0|0|0|0|0|0|0|3000|3000/2254778
2254778|Flat chisel TE-H FM 40|1.0|nan|3016|PC|5.0|0|0|0|0|0|0|3000|3000/2254778
2254778|Flat chisel TE-H FM 40|1.0|nan|8330|PC|0.0|0|20|0|0|0|0|8300|8300/2254778
2254778|Flat chisel TE-H FM 40|1.0|nan|8750|PC|33.0|0|0|0|0|0|0|8750|8750/2254778
2254779|Flat chisel TE-H FM 50|1.0|nan|3000|PC|29.0|0|0|0|0|0|0|3000|3000/2254779
2254779|Flat chisel TE-H FM 50|1.0|nan|8330|PC|7.0|0|0|0|0|0|0|8300|8300/2254779
2254779|Flat chisel TE-H FM 50|1.0|nan|8650|PC|4.0|0|0|0|0|0|0|8650|8650/2254779
2254779|Flat chisel TE-H FM 50|1.0|nan|8750|PC|15.0|0|0|0|0|0|0|8750|8750/2254779
2254810|Washer 22,5mm|1.0|nan|3000|PC|5.0|0|0|0|0|0|0|3000|3000/2254810
2254811|Washer 4mm|1.0|nan|3000|PC|9.0|0|0|0|0|0|0|3000|3000/2254811
2254812|Washer 13mm|1.0|nan|3000|PC|5.0|0|0|0|0|0|0|3000|3000/2254812
2254813|Sleeve DCH 150-SL|1.0|nan|3000|PC|5.0|0|0|0|0|0|0|3000|3000/2254813
2254866|Nut DCH 150-SL|1.0|nan|3000|PC|5.0|0|0|0|0|0|0|3000|3000/2254866
2254867|Washer 7mm|1.0|nan|3000|PC|9.0|0|0|0|0|0|0|3000|3000/2254867
2254882|Cordl. ham. dr. driver SF 6H-22 box|1.0|nan|3000|PC|3.0|0|0|0|0|0|0|3000|3000/2254882
2254882|Cordl. ham. dr. driver SF 6H-22 box|263.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254882
2254882|Cordl. ham. dr. driver SF 6H-22 box|1.0|nan|8330|PC|20.0|0|0|0|0|0|0|8300|8300/2254882
2254882|Cordl. ham. dr. driver SF 6H-22 box|1.0|nan|8650|PC|8.0|0|0|0|0|0|0|8650|8650/2254882
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3000|PC|79.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3010|PC|2.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3014|PC|3.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3016|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3018|PC|6.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3020|PC|8.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|3022|PC|2.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|101.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|103.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|106.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|112.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|113.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|123.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|141.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|149.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|150.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|165.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|168.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|181.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|185.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|186.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|192.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|198.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|211.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|218.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|244.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|4.0|nan|8323|PC|1.0|0|0|0|0|0|0|8300|8300/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|8330|PC|41.0|0|0|0|0|0|0|8300|8300/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|8339|PC|9.0|0|0|0|0|0|0|8300|8300/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|2.0|nan|8340|PC|2.0|0|0|0|0|0|0||nan
2254883|Cordl. ham. dr. driver SF 6H-22 ca|3.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254883|Cordl. ham. dr. driver SF 6H-22 ca|4.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254883|Cordl. ham. dr. driver SF 6H-22 ca|5.0|nan|8340|PC|1.0|0|0|0|0|0|0||nan
2254883|Cordl. ham. dr. driver SF 6H-22 ca|nan|nan|8650|PC|0.0|30|0|0|0|0|30|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|505.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|508.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|515.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|537.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|552.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|568.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|572.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|588.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|600.0|nan|8690|PC|1.0|0|0|0|0|0|0|8650|8650/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|1.0|nan|8750|PC|68.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8701.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8702.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8704.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8709.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8711.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8712.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8713.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8714.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8717.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8723.0|nan|8790|PC|3.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8733.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8737.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2254883|Cordl. ham. dr. driver SF 6H-22 ca|8738.0|nan|8790|PC|1.0|0|0|0|0|0|0|8750|8750/2254883
2256552|Premium exp anc KB1 3/4x10|1.0|nan|3000|PC|280.0|0|0|0|0|0|0|3000|3000/2256552
2256552|Premium exp anc KB1 3/4x10|1.0|nan|3010|PC|20.0|0|0|0|0|0|0|3000|3000/2256552
2256552|Premium exp anc KB1 3/4x10|1.0|nan|3018|PC|20.0|0|0|0|0|0|0|3000|3000/2256552
2256553|Premium exp anc KB1 5/8x7|1.0|nan|3000|PC|180.0|0|0|0|0|0|0|3000|3000/2256553
2256553|Premium exp anc KB1 5/8x7|1.0|nan|3010|PC|60.0|0|0|0|0|0|0|3000|3000/2256553
2256553|Premium exp anc KB1 5/8x7|1.0|nan|8650|PC|7125.0|0|0|0|0|0|0|8650|8650/2256553
2256570|Washer Rebound|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/2256570
2256571|Bushing distance|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/2256571
2256702|Cordless rotary hammer TE 2-22 box|1.0|nan|3000|PC|2.0|0|0|0|0|0|0|3000|3000/2256702
2256702|Cordless rotary hammer TE 2-22 box|1.0|nan|8330|PC|12.0|0|0|0|0|0|0|8300|8300/2256702
2256702|Cordless rotary hammer TE 2-22 box|1.0|nan|8650|PC|7.0|0|0|0|0|0|0|8650|8650/2256702
2256703|Cordless rotary hammer TE 2-22 case|1.0|nan|3000|PC|99.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|1.0|nan|3010|PC|2.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|1.0|nan|3016|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|1.0|nan|3018|PC|3.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|1.0|nan|3022|PC|2.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|108.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|140.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|150.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|171.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|174.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|190.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
2256703|Cordless rotary hammer TE 2-22 case|193.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2256703
