13.09.2024                                         Dynamic List Display                                                                                                  1


	SOrg.	Plnt	Name 1	SLoc	Description	Material	Material Description	Profl.	Serial Number		PP	Equipment	Pstng Date	Total	Serials	BUn
	8650	8690	Hilti TS Chile	0509	8690-0509	274716	Breaker TE 500-AVR 230V	Z001	87922		01	300052703868	03.11.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	274716	Breaker TE 500-AVR 230V	Z001	394285		01	300061428963	09.11.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	274898	Gas-actuated tool GX 120-ME	Z001	708916		01	300039097677	07.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	274898	Gas-actuated tool GX 120-ME	Z001	709115		01	300039236723	27.10.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	274898	Gas-actuated tool GX 120-ME	Z001	709785		01	300039678313	25.05.2015		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	.7428935		01	300050716788	21.07.2016		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7364103		01	300038272353	05.07.2016		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7408969		01	300045498406	29.06.2016		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7432403		01	300048368701	10.01.2017		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7468784		01	300054503278	15.09.2017		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	305534	Drilling stand DD-HD 30	Z001	69469		01	300037537635	04.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	320286	Laser range meter PD 42	Z001	319110022		01	300039751538	11.10.2013		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	7055819		01	300044088650	29.07.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	7055731		01	300045581788	09.09.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	4528267		01	300045486247	02.10.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	3022780		01	300037256756	04.10.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	3022772		01	300037256748	04.10.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	2386764		01	300038505325	30.01.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	360383	Battery pack B 22/2.6 Li-Ion	Z001	2201888		01	300034243556	13.11.2013		     7	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	375988	Orbital jig saw WSJ 750-ET 230V	Z001	210673		01	300046461980	30.06.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	377607	Powder-actuated tool DX 351 BT	Z001	182532		01	300043270230	29.07.2013		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	378558	Metal constr screwdr ST 1800 230V case	Z001	234212		01	300076735893	28.11.2018		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	378558	Metal constr screwdr ST 1800 230V case	Z001	378558		01	300015845533	23.09.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	378576	Metal constr screwdr ST 2500 230V case	Z001	33369		01	300057007763			     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	378576	Metal constr screwdr ST 2500 230V case	Z001	33752		01	300045660955	30.06.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	382578	Angle grinder DCG 125-S 230V box	Z001	NOEXISTE001		01	300068019102	06.09.2017		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	386466	Powder-actuated tool DX 76 PTR	Z001	201143		01	300062663040	27.10.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	401594	Battery pack B 36/3.9 Li-Ion	Z001	2056899		01	300033233471	04.10.2013		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	403195	Cordl. dryw. screwdr. SD 5000-A22 case	Z001	405004		01	300036482010	25.05.2015		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	403195	Cordl. dryw. screwdr. SD 5000-A22 case	Z001	488165		01	300051463493	05.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	403195	Cordl. dryw. screwdr. SD 5000-A22 case	Z001	536081		01	300059759693	18.01.2018		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	404151	Cordl. reciprocating saw WSR 22-A case	Z001	57458		01	300054230132	22.05.2015		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	404251	Rotary hammer TE 30 230V	Z001	121270		01	300056701375	06.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	404251	Rotary hammer TE 30 230V	Z001	100691		01	300046017367	04.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	404251	Rotary hammer TE 30 230V	Z001	85724		01	300041200744	06.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	404251	Rotary hammer TE 30 230V	Z001	84785		01	300040837750	04.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	405032	Cordl. imp. wrench SIW 22T-A case	Z001	7656600-CL		01	300062913928			     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	407920	Ferrodetector PS 30	Z001	161100046		01	300057655269	29.06.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	407959	Ferrodetector PS 35	Z001	1841000478		01	300045923410	04.10.2013		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	407959	Ferrodetector PS 35	Z001	402291087100054		01	300051115332	30.06.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	410697	Cordless rotary hammer TE 6-A36-AVR case	Z001	145181		01	300057701992	19.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	410697	Cordless rotary hammer TE 6-A36-AVR case	Z001	247444		01	300045839644	15.09.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	410697	Cordless rotary hammer TE 6-A36-AVR case	Z001	354613		01	300053770446	30.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	410717	Cordless rotary hammer TE 4-A22 case	Z001	175093		01	300046489605	06.07.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	410717	Cordless rotary hammer TE 4-A22 case	Z001	256744		01	300051807946	15.12.2014		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	411210	Combilaser PMC 46 kit	Z001	257150005		01	300057140702	13.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	418009	Battery pack B 36/3.0 Li-Ion	Z001	75894		01	300033717803	09.11.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	418009	Battery pack B 36/3.0 Li-Ion	Z001	75984		01	300033990502	23.09.2015		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	418009	Battery pack B 36/3.0 Li-Ion	Z001	184755		01	300035848622	28.09.2011		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	418009	Battery pack B 36/3.0 Li-Ion	Z001	594792		01	300047943514	04.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426115	Cordl. lamp SFL 14-A box	Z001	115103		01	300048199036	30.07.2015		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	2597796.		01	300057469472	29.06.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	408710399		01	300054258093	26.05.2015		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	50930065		01	300054258096	26.05.2015		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	2577936		01	300052944752	28.06.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	1071136		01	300036255542	09.08.2011		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426174	Battery pack B 14/1.6 Li-Ion	Z001	1071135		01	300036255541	09.08.2011		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	4015943		01	300040612256	04.10.2013		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	4126137		01	300053844668	23.06.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	4527758		01	300040394634	20.11.2012		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	4527763		01	300040394639	04.10.2013		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	5014319		01	300059444699	12.08.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	426177	Battery pack B 22/1.6 Li-Ion	Z001	5014320		01	300059444700	12.08.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	428938	Breaker TE 700-AVR 230V	Z001	107981.		01	300057731628	28.06.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	429275	Cordl. compact dr. driver SFC 14-A case	Z001	9333171.		01	300057469471	29.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	429275	Cordl. compact dr. driver SFC 14-A case	Z001	9171824		01	300040695865	22.05.2015		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	429275	Cordl. compact dr. driver SFC 14-A case	Z001	9171791		01	300040698012	22.05.2015		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	432582	Cordl. compact dr. driver SFC 14-A	Z001	9500119		01	300040169659	26.03.2013		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	432582	Cordl. compact dr. driver SFC 14-A	Z001	9500120		01	300040169660	21.03.2014		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	432582	Cordl. compact dr. driver SFC 14-A	Z001	9500346		01	300040863902	09.01.2014		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	433323	Diamond coring tool DD 150-U 230V	Z001	56750		01	300057339609	24.11.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	435664	Drilling stand DD-ST 160 SFL	Z001	10833		01	300039682411	08.01.2013		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	435664	Drilling stand DD-ST 160 SFL	Z001	10865		01	300039831002	13.10.2013		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	435664	Drilling stand DD-ST 160 SFL	Z001	11029		01	300040234429	28.07.2013		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	435849	Cordl. compact dr. driver SFC 22-A box	Z001	1019669		01	300040394887	07.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2004075	Cordl. angle grinder AG 125-A22 case	Z001	56549		01	300041336839	30.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2004075	Cordl. angle grinder AG 125-A22 case	Z001	55541		01	300041335904	23.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2004075	Cordl. angle grinder AG 125-A22 case	Z001	55473		01	300041335836	05.12.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2004076	Cordl. angle grinder AG 125-A22 box	Z001	42371		01	300040599227	06.01.2014		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2004788	Laser range meter PD 5	Z001	167163393		01	300063955138	18.01.2018		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2005019	Cordl. circular saw SCM 22-A case	Z001	21880		01	300041265758	13.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2005019	Cordl. circular saw SCM 22-A case	Z001	37569		01	300044273193	07.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2005019	Cordl. circular saw SCM 22-A case	Z001	37574		01	300044273198	04.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2005991	Rotary hammer TE 7-C 220V	Z001	96542		01	300061428962	09.11.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2005991	Rotary hammer TE 7-C 220V	Z001	375379		01	300043899968	05.07.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006020	Rotary hammer TE 1 220V case	Z001	253576		01	300032193820	02.10.2013		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006071	Cordl. impact driver SID 22-A box	Z001	104737		01	300045926576	02.10.2013		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006071	Cordl. impact driver SID 22-A box	Z001	1004724		01	300040394973	30.09.2013		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006071	Cordl. impact driver SID 22-A box	Z001	1004754		01	300040394980	06.07.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006071	Cordl. impact driver SID 22-A box	Z001	200607101		01	300054227139	22.05.2015		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006073	Cordl. impact driver SID 22-A case	Z001	610000065		01	300068018632	06.09.2017		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	1039886		01	300047522812	05.07.2016		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	1136844		01	300065031997	11.09.2017		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	1147806		01	300066539731	11.09.2017		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	10222592		01	300045548705	05.09.2013		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	200608101		01	300054227140	22.05.2015		     5	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006480	Cordl. compact dr. driver SFC 22-A case	Z001	1239230		01	300053195161	28.06.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2006480	Cordl. compact dr. driver SFC 22-A case	Z001	1027228		01	300045958251	06.07.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2007431	Battery pack B 22/3.3 Li-Ion	Z001	1008957		01	300043249960	21.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7894068		01	300050042504	05.08.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7919200		01	300049291684	30.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	.00056824		01	300052106235	07.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	839		01	300047485342	23.06.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	50935		01	300047121508	11.12.2015		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	56818		01	300047686205	06.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	56878		01	300048610377	30.10.2015		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	56954		01	300048695678	28.01.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	522610048		01	300061058008	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	522610051		01	300061058009	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	525811185		01	300061058010	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	525811195		01	300061058011	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	525811281		01	300061058012	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2018896	Battery pack B 36/6.0 Li-Ion	Z001	525811356		01	300061058013	21.07.2016		    12	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2020314	Drywall screwdriver SD 5000 230V	Z001	534446		01	300052601650	17.03.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2021420	Cordless rotary hammer TE 2-A22 case	Z001	43421		01	300046143883	29.06.2016		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2021420	Cordless rotary hammer TE 2-A22 case	Z001	103178		01	300053988918	18.09.2017		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2021420	Cordless rotary hammer TE 2-A22 case	Z001	135971		01	300059553594	18.09.2017		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2021420	Cordless rotary hammer TE 2-A22 case	Z001	1160961		01	300068018633	06.09.2017		     4	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2021422	Cordless rotary hammer TE 2-A22 box	Z001	8074		01	300039300293	07.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2024449	Cordl. circular saw SCM 22-A case	Z001	5086		01	300039198233			     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2028875	Battery charger C 4/36-350 230V box	Z001	111130024		01	300054258293	26.05.2015		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2028875	Battery charger C 4/36-350 230V box	Z001	160530113		01	300045968333	23.06.2016		     2	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2029311	Cordl. combihammer TE 30-A36 case	Z001	43339		01	300046417676	05.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2029311	Cordl. combihammer TE 30-A36 case	Z001	46155		01	300046853827	04.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2029311	Cordl. combihammer TE 30-A36 case	Z001	598300		01	300061291194	09.09.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	628410839		01	300068295202	20.09.2017		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	628410821		01	300068295190	20.09.2017		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	628410799		01	300068295187	20.09.2017		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	525811446		01	300060570230	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	525811442		01	300060570226	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	525811401		01	300060570194	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	525811305		01	300060794957	24.08.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	522610051		01	300059441622	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	516910587		01	300056181102	04.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	505510163		01	300055102135	05.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	435410085		01	300054468312	04.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	431110656		01	300053850477	23.06.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	431110628		01	300053850465	06.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	428310178		01	300052744736	05.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	414510428		01	300051244757	30.06.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	414411100		01	300051540140	30.06.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	414410993		01	300052054470	06.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	410511005		01	300051242927	04.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	408710399		01	300050059860	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	300731050		01	300046681150	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	300731047		01	300046681147	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	230730002		01	300045907615	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	220730724		01	300045509388	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	60830523		01	300046680101	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	60830478		01	300046678201	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	60830156		01	300046681004	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	60830149		01	300046680997	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	50930065		01	300048628884	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	50930002		01	300048628948	29.07.2016		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2031389	Battery charger C 4/36-90 220V box	Z001	1072744		01	300054258095	26.05.2015		    30	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	525811437		01	300061059659	21.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	525811435		01	300061059658	21.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	525811188		01	300061059657	21.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	522610236		01	300061059656	21.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	522610039		01	300061059655	21.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2034217	Battery charger C 4/36-350 220V box	Z001	160250001		01	300055722896	04.07.2016		     6	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2056617	Diamond grinder DG 150 DLX 230V	Z001	19614		01	300076517978	16.11.2018		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2061409	Laser range meter PD-E	Z001	20153499		01	300052783538	06.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2061409	Laser range meter PD-E	Z001	288153463		01	300056805538	04.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2061409	Laser range meter PD-E	Z001	343156755		01	300057655194	06.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2062991	Combihammer TE 70-D/AVR 220V	Z001	11015		01	300049359804	30.06.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2062991	Combihammer TE 70-D/AVR 220V	Z001	11884		01	300050145058	15.07.2016		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2062991	Combihammer TE 70-D/AVR 220V	Z001	12501		01	300051815856	18.02.2015		     3	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2095930	Angle grinder AG 115-8S	Z001	10784		01	300052582481	06.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2095932	Angle grinder AG 180-20P	Z001	10109		01	300050858493	23.06.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2095933	Angle grinder AG 180-20D	Z001	10023		01	300051975051	05.07.2016		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	715210541		01	300068295253	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	713430044		01	300068295238	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	713430043		01	300068295237	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	713430037		01	300068295231	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	713430035		01	300068295229	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	710420104		01	300067607366	20.09.2017		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	609721003		01	300061209272	15.09.2016		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	609720986		01	300061062301	09.11.2016		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2110409	Battery pack B 22/5.2 Li-ion	Z001	609720865		01	300061042631	21.07.2016		     9	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2136393	Battery pack B 22/2.6 Li-ion	Z001	721310363		01	300071157523	03.01.2019		     1	PC
	8650	8690	Hilti TS Chile	0509	8690-0509	2352793	Int. conc. vibrator NCV 4-22 cordl.	Z001	20984		01	300112061125	14.05.2024		     1	PC
	8650	8690	Hilti TS Chile	0510	8690-0510	305736	Rotary hammer TE 16 230V	Z001	150602		01	300023943543	08.01.2010		     1	PC
